task_label,num_train,train_input_widths,train_input_heights,train_output_widths,train_output_heights,test_input_width,test_input_height,test_output_width,test_output_height,unique_colors
a9f96cdd.json,4,"[5, 5, 5, 5]","[3, 3, 3, 3]","[5, 5, 5, 5]","[3, 3, 3, 3]",[5],[3],[5],[3],"[0, 2, 3, 6, 7, 8]"
aabf363d.json,2,"[7, 7]","[7, 7]","[7, 7]","[7, 7]",[7],[7],[7],[7],"[0, 2, 3, 4, 6, 8]"
aba27056.json,3,"[7, 9, 6]","[7, 9, 6]","[7, 9, 6]","[7, 9, 6]",[10],[10],[10],[10],"[0, 2, 3, 4, 6, 7]"
ac0a08a4.json,3,"[3, 3, 3]","[3, 3, 3]","[6, 9, 15]","[6, 9, 15]",[3],[3],[12],[12],"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
ae3edfdc.json,3,"[15, 15, 15]","[15, 15, 15]","[15, 15, 15]","[15, 15, 15]",[15],[15],[15],[15],"[0, 1, 2, 3, 7]"
ae4f1146.json,4,"[9, 9, 9, 9]","[9, 9, 9, 9]","[3, 3, 3, 3]","[3, 3, 3, 3]",[9],[9],[3],[3],"[0, 1, 8]"
aedd82e4.json,4,"[3, 4, 4, 3]","[3, 4, 5, 3]","[3, 4, 4, 3]","[3, 4, 5, 3]",[4],[5],[4],[5],"[0, 1, 2]"
af902bf9.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 2, 4]"
b0c4d837.json,6,"[6, 9, 9, 9, 6, 7]","[6, 9, 9, 9, 5, 7]","[3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3]",[9],[9],[3],[3],"[0, 5, 8]"
b190f7f5.json,3,"[6, 6, 8]","[3, 3, 4]","[9, 9, 16]","[9, 9, 16]",[4],[8],[16],[16],"[0, 1, 2, 3, 4, 8]"
b1948b0a.json,3,"[4, 4, 6]","[3, 6, 3]","[4, 4, 6]","[3, 6, 3]",[4],[4],[4],[4],"[2, 6, 7]"
b230c067.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 1, 2, 8]"
b27ca6d3.json,2,"[18, 16]","[15, 15]","[18, 16]","[15, 15]",[16],[17],[16],[17],"[0, 2, 3]"
b2862040.json,4,"[11, 11, 13, 15]","[9, 12, 12, 14]","[11, 11, 13, 15]","[9, 12, 12, 14]",[15],[16],[15],[16],"[1, 8, 9]"
b527c5c6.json,4,"[10, 20, 20, 20]","[10, 20, 20, 20]","[10, 20, 20, 20]","[10, 20, 20, 20]",[20],[20],[20],[20],"[0, 2, 3]"
b548a754.json,3,"[11, 11, 12]","[11, 11, 13]","[11, 11, 12]","[11, 11, 13]",[13],[13],[13],[13],"[0, 1, 2, 3, 4, 6, 8]"
b60334d2.json,2,"[9, 9]","[9, 9]","[9, 9]","[9, 9]",[9],[9],[9],[9],"[0, 1, 5]"
b6afb2da.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 1, 2, 4, 5]"
b7249182.json,3,"[10, 13, 18]","[14, 10, 10]","[10, 13, 18]","[14, 10, 10]",[9],[19],[9],[19],"[0, 1, 2, 3, 5, 6, 7, 8]"
b775ac94.json,3,"[30, 20, 14]","[30, 20, 14]","[30, 20, 14]","[30, 20, 14]",[24],[24],[24],[24],"[0, 1, 2, 3, 4, 6, 7, 8]"
b782dc8a.json,2,"[24, 14]","[11, 13]","[24, 14]","[11, 13]",[15],[15],[15],[15],"[0, 1, 2, 3, 4, 8]"
b8825c91.json,4,"[16, 16, 16, 16]","[16, 16, 16, 16]","[16, 16, 16, 16]","[16, 16, 16, 16]",[16],[16],[16],[16],"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
b8cdaf2b.json,4,"[3, 5, 5, 7]","[3, 5, 5, 7]","[3, 5, 5, 7]","[3, 5, 5, 7]",[9],[9],[9],[9],"[0, 1, 2, 3, 4, 6, 8]"
b91ae062.json,5,"[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]","[6, 6, 9, 9, 12]","[6, 6, 9, 9, 12]",[3],[3],[12],[12],"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
b94a9452.json,3,"[13, 11, 13]","[12, 12, 12]","[4, 3, 5]","[4, 3, 5]",[13],[14],[6],[6],"[0, 1, 2, 3, 4, 6, 8]"
b9b7f026.json,3,"[13, 17, 17]","[15, 15, 16]","[1, 1, 1]","[1, 1, 1]",[15],[14],[1],[1],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
ba26e723.json,5,"[10, 11, 11, 13, 14]","[3, 3, 3, 3, 3]","[10, 11, 11, 13, 14]","[3, 3, 3, 3, 3]",[17],[3],[17],[3],"[0, 4, 6]"
ba97ae07.json,4,"[13, 9, 7, 6]","[13, 7, 8, 8]","[13, 9, 7, 6]","[13, 7, 8, 8]",[6],[11],[6],[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
bb43febb.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 2, 5]"
bbc9ae5d.json,5,"[6, 8, 10, 6, 6]","[1, 1, 1, 1, 1]","[6, 8, 10, 6, 6]","[3, 4, 5, 3, 3]",[12],[1],[12],[6],"[0, 1, 2, 5, 7, 8]"
bc1d5164.json,5,"[7, 7, 7, 7, 7]","[5, 5, 5, 5, 5]","[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]",[7],[5],[3],[3],"[0, 1, 2, 3, 4, 8]"
bd4472b8.json,3,"[3, 4, 2]","[8, 10, 6]","[3, 4, 2]","[8, 10, 6]",[5],[12],[5],[12],"[0, 1, 2, 3, 4, 5, 8]"
bda2d7a6.json,3,"[6, 6, 8]","[6, 6, 8]","[6, 6, 8]","[6, 6, 8]","[6, 8]","[6, 8]","[6, 8]","[6, 8]","[0, 1, 2, 3, 5, 6, 7, 8, 9]"
bdad9b1f.json,2,"[6, 6]","[6, 6]","[6, 6]","[6, 6]",[6],[6],[6],[6],"[0, 2, 4, 8]"
be94b721.json,4,"[13, 10, 11, 9]","[7, 5, 6, 7]","[3, 2, 3, 3]","[4, 3, 4, 3]",[9],[9],[3],[4],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
beb8660c.json,3,"[7, 4, 3]","[10, 7, 3]","[7, 4, 3]","[10, 7, 3]",[8],[11],[8],[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
c0f76784.json,3,"[12, 12, 12]","[12, 12, 12]","[12, 12, 12]","[12, 12, 12]",[12],[12],[12],[12],"[0, 5, 6, 7, 8]"
c1d99e64.json,3,"[19, 14, 15]","[12, 12, 17]","[19, 14, 15]","[12, 12, 17]",[25],[27],[25],[27],"[0, 1, 2, 3, 4, 8]"
c3e719e8.json,3,"[3, 3, 3]","[3, 3, 3]","[9, 9, 9]","[9, 9, 9]",[3],[3],[9],[9],"[0, 1, 3, 4, 5, 6, 7, 8, 9]"
c3f564a4.json,3,"[16, 16, 16]","[16, 16, 16]","[16, 16, 16]","[16, 16, 16]",[16],[16],[16],[16],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
c444b776.json,2,"[19, 9]","[19, 19]","[19, 9]","[19, 19]",[29],[19],[29],[19],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
c59eb873.json,3,"[3, 2, 4]","[3, 2, 4]","[6, 4, 8]","[6, 4, 8]",[5],[5],[10],[10],"[0, 1, 2, 3, 5, 6, 7, 8]"
c8cbb738.json,3,"[11, 8, 14]","[12, 10, 12]","[5, 3, 5]","[5, 3, 5]",[19],[18],[7],[7],"[1, 2, 3, 4, 6, 7, 8]"
c8f0f002.json,3,"[6, 4, 5]","[3, 3, 3]","[6, 4, 5]","[3, 3, 3]",[5],[3],[5],[3],"[1, 5, 7, 8]"
c909285e.json,3,"[24, 26, 28]","[24, 26, 28]","[7, 7, 7]","[7, 7, 7]",[24],[24],[6],[6],"[0, 1, 2, 3, 4, 5, 6, 8]"
c9e6f938.json,3,"[3, 3, 3]","[3, 3, 3]","[6, 6, 6]","[3, 3, 3]",[3],[3],[6],[3],"[0, 7]"
c9f8e694.json,2,"[12, 12]","[12, 12]","[12, 12]","[12, 12]",[12],[12],[12],[12],"[0, 1, 2, 3, 4, 5, 7, 8]"
caa06a1f.json,3,"[11, 8, 6]","[11, 8, 6]","[11, 8, 6]","[11, 8, 6]",[18],[18],[18],[18],"[1, 3, 4, 5, 6, 7, 8]"
cbded52d.json,3,"[8, 8, 8]","[8, 8, 8]","[8, 8, 8]","[8, 8, 8]",[8],[8],[8],[8],"[0, 1, 2, 3, 4, 6, 7, 8]"
cce03e0d.json,3,"[3, 3, 3]","[3, 3, 3]","[9, 9, 9]","[9, 9, 9]",[3],[3],[9],[9],"[0, 1, 2]"
cdecee7f.json,3,"[10, 10, 10]","[10, 10, 10]","[3, 3, 3]","[3, 3, 3]",[10],[10],[3],[3],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
ce22a75a.json,2,"[9, 9]","[9, 9]","[9, 9]","[9, 9]",[9],[9],[9],[9],"[0, 1, 5]"
ce4f8723.json,4,"[4, 4, 4, 4]","[9, 9, 9, 9]","[4, 4, 4, 4]","[4, 4, 4, 4]",[4],[9],[4],[4],"[0, 1, 2, 3, 4]"
ce602527.json,4,"[17, 18, 17, 17]","[17, 18, 19, 15]","[5, 3, 3, 5]","[5, 5, 5, 3]",[18],[18],[3],[4],"[1, 2, 3, 4, 6, 8]"
ce9e57f2.json,3,"[9, 9, 9]","[7, 8, 9]","[9, 9, 9]","[7, 8, 9]",[9],[11],[9],[11],"[0, 2, 8]"
cf98881b.json,5,"[14, 14, 14, 14, 14]","[4, 4, 4, 4, 4]","[4, 4, 4, 4, 4]","[4, 4, 4, 4, 4]",[14],[4],[4],[4],"[0, 1, 2, 4, 9]"
d037b0a7.json,3,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[3, 3, 3]",[3],[3],[3],[3],"[0, 2, 3, 4, 6, 7, 8]"
d06dbe63.json,2,"[13, 13]","[13, 13]","[13, 13]","[13, 13]",[13],[13],[13],[13],"[0, 5, 8]"
d07ae81c.json,3,"[12, 14, 15]","[19, 12, 15]","[12, 14, 15]","[19, 12, 15]",[19],[17],[19],[17],"[1, 2, 3, 4, 6, 8]"
d0f5fe59.json,3,"[10, 12, 12]","[16, 12, 8]","[4, 3, 2]","[4, 3, 2]",[12],[15],[5],[5],"[0, 8]"
d10ecb37.json,3,"[6, 8, 6]","[6, 8, 12]","[2, 2, 2]","[2, 2, 2]",[8],[4],[2],[2],"[0, 1, 2, 3, 4, 5, 6, 9]"
d13f3404.json,3,"[3, 3, 3]","[3, 3, 3]","[6, 6, 6]","[6, 6, 6]",[3],[3],[6],[6],"[0, 1, 2, 3, 4, 6, 8, 9]"
d22278a0.json,4,"[10, 12, 13, 7]","[10, 12, 13, 7]","[10, 12, 13, 7]","[10, 12, 13, 7]",[17],[17],[17],[17],"[0, 1, 2, 3, 4, 8]"
d23f8c26.json,3,"[3, 5, 5]","[3, 5, 5]","[3, 5, 5]","[3, 5, 5]",[7],[7],[7],[7],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
d2abd087.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 5]"
d364b489.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 1, 2, 6, 7, 8]"
d406998b.json,4,"[10, 12, 13, 14]","[3, 3, 3, 3]","[10, 12, 13, 14]","[3, 3, 3, 3]",[17],[3],[17],[3],"[0, 3, 5]"
d43fd935.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 6, 7, 8]"
d4469b4b.json,7,"[5, 5, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5]","[3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3]","[5, 5]","[5, 5]","[3, 3]","[3, 3]","[0, 1, 2, 3, 5]"
d4a91cb9.json,3,"[12, 11, 11]","[10, 8, 12]","[12, 11, 11]","[10, 8, 12]",[13],[12],[13],[12],"[0, 2, 4, 8]"
d4f3cd78.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 5, 8]"
d511f180.json,3,"[5, 3, 3]","[5, 3, 3]","[5, 3, 3]","[5, 3, 3]",[4],[4],[4],[4],"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
d5d6de2d.json,3,"[10, 10, 15]","[10, 10, 15]","[10, 10, 15]","[10, 10, 15]","[10, 25]","[10, 25]","[10, 25]","[10, 25]","[0, 2, 3]"
d631b094.json,4,"[3, 3, 3, 3]","[3, 3, 3, 3]","[2, 3, 1, 4]","[1, 1, 1, 1]",[3],[3],[5],[1],"[0, 1, 2, 4, 7, 8]"
d687bc17.json,3,"[15, 12, 11]","[10, 12, 14]","[15, 12, 11]","[10, 12, 14]",[17],[14],[17],[14],"[0, 1, 2, 3, 4, 6, 7, 8]"
d6ad076f.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
d89b689b.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
d8c310e9.json,3,"[15, 15, 15]","[5, 5, 5]","[15, 15, 15]","[5, 5, 5]",[15],[5],[15],[5],"[0, 1, 2, 3, 4, 6]"
d90796e8.json,3,"[3, 6, 7]","[3, 7, 7]","[3, 6, 7]","[3, 7, 7]",[9],[7],[9],[7],"[0, 2, 3, 5, 8]"
d9f24cd1.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 2, 5]"
d9fac9be.json,4,"[9, 9, 9, 12]","[5, 7, 11, 11]","[1, 1, 1, 1]","[1, 1, 1, 1]",[12],[12],[1],[1],"[0, 1, 2, 3, 4, 8]"
dae9d2b5.json,5,"[6, 6, 6, 6, 6]","[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]","[6, 6]","[3, 3]","[3, 3]","[3, 3]","[0, 3, 4, 6]"
db3e9e38.json,2,"[7, 8]","[5, 7]","[7, 8]","[5, 7]",[9],[9],[9],[9],"[0, 7, 8]"
db93a21d.json,4,"[10, 15, 20, 20]","[10, 15, 20, 20]","[10, 15, 20, 20]","[10, 15, 20, 20]",[30],[30],[30],[30],"[0, 1, 3, 9]"
dbc1a6ce.json,4,"[9, 11, 12, 9]","[10, 10, 12, 8]","[9, 11, 12, 9]","[10, 10, 12, 8]",[21],[19],[21],[19],"[0, 1, 8]"
dc0a314f.json,3,"[16, 16, 16]","[16, 16, 16]","[5, 5, 5]","[5, 5, 5]",[16],[16],[5],[5],"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
dc1df850.json,3,"[5, 8, 5]","[5, 8, 4]","[5, 8, 5]","[5, 8, 4]",[10],[10],[10],[10],"[0, 1, 2, 3, 5, 6, 7, 8]"
dc433765.json,7,"[3, 3, 5, 7, 10, 11, 3]","[3, 5, 5, 7, 10, 11, 3]","[3, 3, 5, 7, 10, 11, 3]","[3, 5, 5, 7, 10, 11, 3]","[11, 3]","[11, 3]","[11, 3]","[11, 3]","[0, 3, 4]"
ddf7fa4f.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
de1cd16c.json,4,"[13, 15, 17, 19]","[17, 16, 16, 16]","[1, 1, 1, 1]","[1, 1, 1, 1]",[19],[18],[1],[1],"[0, 1, 2, 3, 4, 5, 6, 8]"
ded97339.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 8]"
e179c5f4.json,3,"[2, 3, 4]","[10, 10, 10]","[2, 3, 4]","[10, 10, 10]",[5],[10],[5],[10],"[0, 1, 8]"
e21d9049.json,2,"[11, 14]","[12, 15]","[11, 14]","[12, 15]",[20],[20],[20],[20],"[0, 1, 2, 3, 4, 8]"
e26a3af2.json,3,"[17, 14, 14]","[13, 13, 15]","[17, 14, 14]","[13, 13, 15]",[15],[15],[15],[15],"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
e3497940.json,3,"[9, 9, 9]","[10, 10, 10]","[4, 4, 4]","[10, 10, 10]",[9],[10],[4],[10],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
e40b9e2f.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 2, 3, 4, 6, 7, 8, 9]"
e48d4e1a.json,4,"[10, 10, 10, 10]","[10, 10, 10, 10]","[10, 10, 10, 10]","[10, 10, 10, 10]",[10],[10],[10],[10],"[0, 2, 3, 4, 5, 6, 8]"
e5062a87.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 2, 5]"
e509e548.json,3,"[21, 11, 12]","[19, 10, 14]","[21, 11, 12]","[19, 10, 14]",[16],[14],[16],[14],"[0, 1, 2, 3, 6]"
e50d258f.json,3,"[10, 10, 10]","[10, 10, 10]","[4, 3, 4]","[5, 3, 6]",[10],[10],[3],[6],"[0, 1, 2, 8]"
e6721834.json,3,"[17, 20, 16]","[30, 11, 10]","[17, 10, 8]","[15, 11, 10]",[12],[24],[12],[12],"[0, 1, 2, 3, 4, 6, 8]"
e73095fd.json,3,"[19, 16, 17]","[12, 13, 15]","[19, 16, 17]","[12, 13, 15]",[18],[16],[18],[16],"[0, 4, 5]"
e76a88a6.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]",[10],[10],[10],[10],"[0, 1, 2, 4, 5, 6, 8]"
e8593010.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 5]"
e8dc4411.json,3,"[14, 15, 16]","[12, 13, 12]","[14, 15, 16]","[12, 13, 12]",[16],[18],[16],[18],"[0, 1, 2, 3, 4, 6, 8]"
e9614598.json,2,"[10, 10]","[10, 10]","[10, 10]","[10, 10]","[12, 6]","[12, 10]","[12, 6]","[12, 10]","[0, 1, 3]"
e98196ab.json,3,"[11, 11, 11]","[11, 11, 11]","[11, 11, 11]","[5, 5, 5]",[11],[11],[11],[5],"[0, 1, 2, 3, 5, 6, 7, 8]"
e9afcf9a.json,2,"[6, 6]","[2, 2]","[6, 6]","[2, 2]",[6],[2],[6],[2],"[2, 3, 4, 6, 8, 9]"
ea32f347.json,4,"[10, 10, 10, 10]","[10, 10, 10, 10]","[10, 10, 10, 10]","[10, 10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 4, 5]"
ea786f4a.json,3,"[3, 5, 7]","[3, 5, 7]","[3, 5, 7]","[3, 5, 7]",[11],[11],[11],[11],"[0, 1, 2, 3, 6]"
eb281b96.json,2,"[17, 17]","[3, 4]","[17, 17]","[9, 13]",[17],[5],[17],[17],"[0, 2, 3, 8]"
eb5a1d5d.json,3,"[27, 25, 22]","[23, 22, 21]","[5, 3, 7]","[5, 3, 7]",[27],[26],[9],[9],"[1, 2, 3, 5, 6, 8]"
ec883f72.json,4,"[6, 8, 9, 12]","[6, 8, 9, 12]","[6, 8, 9, 12]","[6, 8, 9, 12]",[12],[12],[12],[12],"[0, 2, 3, 4, 5, 6, 8, 9]"
ecdecbb3.json,3,"[13, 18, 12]","[13, 13, 17]","[13, 18, 12]","[13, 13, 17]",[19],[17],[19],[17],"[0, 2, 8]"
ed36ccf7.json,4,"[3, 3, 3, 3]","[3, 3, 3, 3]","[3, 3, 3, 3]","[3, 3, 3, 3]",[3],[3],[3],[3],"[0, 2, 5, 6, 9]"
ef135b50.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 2, 9]"
f15e1fac.json,3,"[12, 10, 12]","[17, 14, 12]","[12, 10, 12]","[17, 14, 12]",[17],[12],[17],[12],"[0, 2, 8]"
f1cefba8.json,3,"[13, 17, 18]","[19, 15, 16]","[13, 17, 18]","[19, 15, 16]",[18],[19],[18],[19],"[0, 1, 2, 3, 4, 8]"
f25fbde4.json,3,"[9, 9, 9]","[9, 9, 9]","[8, 6, 6]","[6, 6, 8]",[9],[9],[10],[6],"[0, 4]"
f25ffba3.json,2,"[4, 4]","[10, 10]","[4, 4]","[10, 10]",[4],[10],[4],[10],"[0, 1, 2, 3, 4, 7, 8, 9]"
f2829549.json,5,"[7, 7, 7, 7, 7]","[4, 4, 4, 4, 4]","[3, 3, 3, 3, 3]","[4, 4, 4, 4, 4]",[7],[4],[3],[4],"[0, 1, 3, 5, 7]"
f35d900a.json,4,"[14, 14, 16, 16]","[14, 17, 17, 17]","[14, 14, 16, 16]","[14, 17, 17, 17]",[18],[17],[18],[17],"[0, 1, 2, 3, 4, 5, 8]"
f5b8619d.json,3,"[3, 6, 2]","[3, 6, 2]","[6, 12, 4]","[6, 12, 4]",[4],[4],[8],[8],"[0, 2, 3, 4, 5, 8]"
f76d97a5.json,3,"[3, 5, 5]","[3, 5, 5]","[3, 5, 5]","[3, 5, 5]",[5],[5],[5],[5],"[0, 3, 4, 5, 6, 9]"
f8a8fe49.json,3,"[15, 15, 15]","[15, 15, 15]","[15, 15, 15]","[15, 15, 15]",[15],[15],[15],[15],"[0, 2, 5]"
f8b3ba0a.json,4,"[13, 16, 10, 13]","[13, 13, 13, 13]","[1, 1, 1, 1]","[3, 3, 3, 3]",[13],[15],[1],[3],"[0, 1, 2, 3, 4, 6, 8]"
f8c80d96.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 4, 5, 8]"
f8ff0b80.json,3,"[12, 12, 12]","[12, 12, 12]","[1, 1, 1]","[3, 3, 3]",[12],[12],[1],[3],"[0, 1, 2, 3, 4, 6, 7, 8]"
f9012d9b.json,3,"[5, 4, 7]","[5, 4, 7]","[2, 1, 2]","[2, 1, 2]",[7],[7],[3],[3],"[0, 1, 2, 5, 6, 8]"
fafffa47.json,5,"[3, 3, 3, 3, 3]","[6, 6, 6, 6, 6]","[3, 3, 3, 3, 3]","[3, 3, 3, 3, 3]",[3],[6],[3],[3],"[0, 1, 2, 9]"
fcb5c309.json,3,"[13, 16, 16]","[13, 13, 15]","[7, 7, 7]","[7, 6, 7]",[17],[17],[8],[8],"[0, 1, 2, 3, 4, 8]"
fcc82909.json,3,"[10, 10, 10]","[10, 10, 10]","[10, 10, 10]","[10, 10, 10]",[10],[10],[10],[10],"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
feca6190.json,5,"[5, 5, 5, 5, 5]","[1, 1, 1, 1, 1]","[10, 5, 15, 15, 5]","[10, 5, 15, 15, 5]",[5],[1],[20],[20],"[0, 1, 2, 4, 6, 7, 8, 9]"
ff28f65a.json,8,"[5, 5, 7, 6, 3, 7, 7, 7]","[5, 5, 7, 6, 3, 7, 7, 7]","[3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3]","[6, 7, 7]","[6, 7, 7]","[3, 3, 3]","[3, 3, 3]","[0, 1, 2]"
ff805c23.json,3,"[24, 24, 24]","[24, 24, 24]","[5, 5, 5]","[5, 5, 5]",[24],[24],[5],[5],"[0, 1, 2, 3, 4, 5, 6, 8]"
